temple_name,address,prefecture,latitude,longitude,maps_url,regions
Zuikozan Kiyomizudera Temple,"Japan, 〒692-0033 Shimane, Yasugi, Kiyomizucho, 528 ５２８番地",Shimane,35.4022321,133.2819073,http://maps.google.com/?cid=8292645339358136311,Shimane
Zuishō-ji,"3 Chome-2-19 Shirokanedai, Minato City, Tokyo 108-0071, Japan",Tokyo,35.6373116,139.7269666,http://maps.google.com/?cid=8132531598926265539,Tokyo
Zuiunji,"256 Kagamigawacho, Hirado, Nagasaki 859-5152, Japan",Nagasaki,33.3700504,129.5509103,http://maps.google.com/?cid=2626530977321913732,Nagasaki
anrealage homme harajuku,"Japan, 〒150-0001 Tokyo, Shibuya, Jingumae, 6 Chome−29−10 ARビル 1F",Tokyo,35.6676867,139.7044726,http://maps.google.com/?cid=9437496942926591327,Tokyo
bistro rojiura,"Japan, 〒150-0042 Tokyo, Shibuya, Udagawacho, 11−2 宇田川柳光ビル 1F",Tokyo,35.662411,139.6973748,http://maps.google.com/?cid=11516057775302641215,Tokyo
pejite青山,"Japan, 〒107-0062 Tokyo, Minato City, Minamiaoyama, 5 Chome−6−9 サウス青山マンション 102",Tokyo,35.6634786,139.7122463,http://maps.google.com/?cid=13850900849530444130,Tokyo
ryukyu cuisine mie,"1 Chome-8-8 Kumoji, Naha, Okinawa 900-0015, Japan",Okinawa,26.214871,127.6781751,http://maps.google.com/?cid=7226556518290139142,Okinawa
Ōfuna Kannon-ji,"1 Chome-5-3 Okamoto, Kamakura, Kanagawa 247-0072, Japan",Kanagawa,35.3529517,139.5284799,http://maps.google.com/?cid=13308430424592242669,Kanagawa
Ōmiya Western Sweets Shop,"2 Chome-4 Kanda Awajicho, Chiyoda City, Tokyo 101-0063, Japan",Tokyo,35.6964718,139.7677687,http://maps.google.com/?cid=14154797501030804709,Tokyo
うなぎのしお冨,"Japan, 〒611-0001 Kyoto, Uji, Rokujizo, Machinami−４０",Kyoto,34.933006,135.7988752,http://maps.google.com/?cid=16132025657499396033,Kyoto
うなぎ食事処 浜乃木,"2221-1 Kanzanjicho, Chuo Ward, Hamamatsu, Shizuoka 431-1209, Japan",Shizuoka,34.7674564,137.6132528,http://maps.google.com/?cid=11753974159151481013,Shizuoka
ちまぐー,"580-1 Gogayama, Nakijin, Kunigami District, Okinawa 905-0413, Japan",Okinawa,26.6433272,127.9623917,http://maps.google.com/?cid=14032233795351993740,Okinawa
ふぐ処 佐じか,"1 Chome-23-13 Hachioji, Hofu, Yamaguchi 747-0037, Japan",Yamaguchi,34.056156,131.56758,http://maps.google.com/?cid=11153775283756277251,Yamaguchi
らーめんヒグマ 小千谷本店,"3 Chome-6-1107 Jonai, Ojiya, Niigata 947-0028, Japan",Niigata,37.3154539,138.78756,http://maps.google.com/?cid=6188117193663280496,Niigata
カフェウエスヤ,"Shimozato-43 Hirara, Miyakojima, Okinawa 906-0013, Japan",Okinawa,24.805372,125.2779,http://maps.google.com/?cid=9532980621535047316,Okinawa
シラスウナギ漁 駐車場,"Tenjin Kamisuketocho, Tokushima, 770-0801, Japan",Tokushima,34.0907651,134.5539202,http://maps.google.com/?cid=15556641989589941532,Tokushima
ハナタロウ商店,"Japan, 〒507-0033 Gifu, Tajimi, Honmachi, 6 Chome−５９−2",Gifu,35.3341879,137.1325785,http://maps.google.com/?cid=484485197658594272,Gifu
ミートショップＳＨＩＭＯＨＡＲＡ,"2750 Kami, Jinsekikogen Town, Jinseki District, Hiroshima 720-1525, Japan",Hiroshima,34.697893,133.245214,http://maps.google.com/?cid=381242816651737876,Hiroshima
上陸大師像,"Hijirisaki-5-4 大字大井字 Minamichita, Chita District, Aichi 470-3502, Japan",Aichi,34.7189884,136.970002,http://maps.google.com/?cid=12645987829070173072,Aichi
丹波篠山 猪料理専門店 奥栄,"492-5 Fujiokaoku, Tamba-Sasayama, Hyogo 669-2369, Japan",Hyogo,35.1064413,135.2173501,http://maps.google.com/?cid=14316402481347175615,Hyogo
二手衫 torovintageclothing,"Japan, 〒150-0001 Tokyo, Shibuya, Jingumae, 1 Chome−2−10 メゾン・ド・シモン 1F",Tokyo,35.6738482,139.705925,http://maps.google.com/?cid=9897953161392365856,Tokyo
信州 里の菓工房,"2513番地2 Nanakubo, Iijima, Kamiina District, Nagano 399-3705, Japan",Nagano,35.6627087,137.9107002,http://maps.google.com/?cid=2469429948557894727,Nagano
修善寺自然公園 もみじ林,"Shuzenji, Izu, Shizuoka 410-2416, Japan",Shizuoka,34.9779982,138.9129614,http://maps.google.com/?cid=12876845912460203274,Shizuoka
善乃園,"4 Chome-12-17 Katase, Fujisawa, Kanagawa 251-0032, Japan",Kanagawa,35.3145575,139.4840276,http://maps.google.com/?cid=7479304809664832308,Kanagawa
太良峡,"Dairakozan, Fujisato, Yamamoto District, Akita 018-3202, Japan",Akita,40.3960481,140.297451,http://maps.google.com/?cid=2580895679340489572,Akita
奥赤石展望所,"Ajigasawa, Nishitsugaru District, Aomori 038-2723, Japan",Aomori,40.5759238,140.1347686,http://maps.google.com/?cid=11309801255393182167,Aomori
室堂山展望台,"Ashikuraji, Tateyama, Nakaniikawa District, Toyama 930-1406, Japan",Toyama,36.5680359,137.6006941,http://maps.google.com/?cid=6288105691063843075,Toyama
嶋鮨,"1 Chome-2-8 Kajimachi, Kokurakita Ward, Kitakyushu, Fukuoka 802-0004, Japan",Akita,33.883207,130.881863,http://maps.google.com/?cid=5062769366830239319,Akita
桑風庵 本店,"1195 Fujimimachi Akagisan, Maebashi, Gunma 371-0101, Japan",Gunma,36.4853087,139.1136641,http://maps.google.com/?cid=6135236903169953267,Gunma
歩く鳥,"8-1 Shogoin Higashijiryocho, Sakyo Ward, Kyoto, 606-8394, Japan",Kyoto,35.0153231,135.7734134,http://maps.google.com/?cid=474582234193367160,Kyoto
淡路鯛 空,"1311-7 Kamaguchi, Awaji, Hyogo 656-2334, Japan",Hyogo,34.4963678,134.9697661,http://maps.google.com/?cid=17973965695771490301,Hyogo
焼肉 炎壽,"2 Chome-7-11 Tojin, Saga, 840-0813, Japan",Saga,33.2591111,130.2991269,http://maps.google.com/?cid=6718282285334148235,Saga
百段苑,"2 Yumebutai, Awaji, Hyogo 656-2306, Japan",Hyogo,34.5608768,135.0068917,http://maps.google.com/?cid=9306460257928837963,Hyogo
芙蓉,"1082 Shuzenji, Izu, Shizuoka 410-2416, Japan",Shizuoka,34.9710661,138.9233202,http://maps.google.com/?cid=4101221165869781352,Shizuoka
酒と旅 ガリンペイロ GARIMPEIRO:WINE AND COCKTAILS,"Nishizato-567 Hirara, Miyakojima, Okinawa 906-0012, Japan",Okinawa,24.802419,125.283253,http://maps.google.com/?cid=15298399382541758781,Okinawa
金山テラス,"155-13 Fumoto, Fujinomiya, Shizuoka 418-0109, Japan",Shizuoka,35.4009314,138.5611475,http://maps.google.com/?cid=7838162094989478097,Shizuoka
